lee hsien loong,singapor,4
lee hsien loong,tamil nadu,2
singapor,singapor,10
singapor,tamil nadu,4
singapor,loong,2
singapor,canadian,2
singapor,pm lee,6
singapor,singaporean,16
singapor,health,2
singapor,malaysian,4
singapor,pm lee hsien loong,2
singapor,salute you pm,2
singapor,great respect &,2
singapor,god,2
singapor,godbless,2
singapor,lee,2
singapor,guardian,2
singapor,salut,2
singapor,blessed valentine’s day,2
singapor,the valentine’s day,2
singapor,respect,2
aminah,al fatihah,2
loong,canadian,2
united singapor,pm mr lee,2
united singapor,dpm heng,2
pm mr lee,dpm heng,2
pm mr lee,truli,2
pm mr lee,singaporean,2
dpm heng,pm lee,2
dpm heng,singaporean,2
pm lee,valentin,2
pm lee,singaporean,8
pm lee,godbless,2
china,australia u,2
SG,lee,2
lee,eileen ong,2
lee,iri,2
lee,lee kuan,2
lee,asian,2
lee,changi airport,2
lee,guardian,2
lee,salut,2
lee,blessed valentine’s day,2
singaporean,singaporean,8
singaporean,world financi,2
singaporean,great respect &,2
singaporean,godbless,2
singaporean,hong kong,2
singaporean,comfortdelgro,2
singaporean,truli,2
valentin,valentin,2
valentin,chaitri,4
eileen ong,iri,2
salut,healthcar,2
salut,the caring ward,2
salut,guardian,2
salut,blessed valentine’s day,2
healthcar,the caring ward,2
team sinagpor,love,2
team sinagpor,majula singapura,2
love,majula singapura,2
lee kuan,asian,2
god,PM,2
guardian,blessed valentine’s day,2
tqvm,lee & team,2
narita,kai tak,2
PM,syaba,2
PM,pak le,2
PM,bahasa,2
PM,negeri anda,2
PM,melayu,2
PM,indonesia,2
PM,malaysia,2
presidentmr lee &,covid 19,2
hong kong,comfortdelgro,2
syaba,pak le,2
syaba,bahasa,2
syaba,negeri anda,2
syaba,melayu,2
syaba,indonesia,2
syaba,malaysia,2
pak le,bahasa,2
pak le,negeri anda,2
pak le,melayu,2
pak le,indonesia,2
pak le,malaysia,2
bahasa,negeri anda,2
bahasa,melayu,2
bahasa,indonesia,2
bahasa,malaysia,2
negeri anda,melayu,2
negeri anda,indonesia,2
negeri anda,malaysia,2
melayu,indonesia,2
melayu,malaysia,2
indonesia,malaysia,2
